id,조합상세,사용된 아이템,사용된 챔프,분해된 아이템,조합이름
928,"4 처형자,2 영혼,2 신성,2 신비술사,2 선봉대,1 닌자","지크의 전령,지크의 전령,강철의 솔라리 펜던트,모렐로노미콘,가고일 돌갑옷,가고일 돌갑옷,정의의 손길,고속 연사포,수은,고속 연사포,쇼진의 창,용의 발톱","유미,킨드레드,아트록스,자야,세주아니,쉔,케일,리 신","2연습용 장갑,2쓸데없이 큰 지팡이,5음전자 망토,2여신의 눈물,4곡궁,3거인의 허리띠,3B.F. 대검,3쇠사슬 조끼",요술사
929,"7 요술사,3 용의 영혼,2 흡수자,1 우두머리","수은,수호 천사,마법공학 총검,푸른 파수꾼,구원,모렐로노미콘,이온 충격기,수호자의 흉갑,정의의 손길,요술사의 모자,거인의 결의,마법공학 총검","브랜드,트위스티드 페이트,룰루,애니,베이가,아우렐리온 솔,모르가나,세트,스웨인","2연습용 장갑,4쓸데없이 큰 지팡이,2음전자 망토,2뒤집개,5여신의 눈물,1곡궁,2거인의 허리띠,3B.F. 대검,3쇠사슬 조끼",귀감
930,"7 요술사,3 용의 영혼,3 나무정령","힘의 성배,힘의 성배,이온 충격기,덤불 조끼,푸른 파수꾼,마법공학 총검,수호 천사,마법공학 총검,라바돈의 죽음모자,얼어붙은 심장,나무정령 새싹","브랜드,트위스티드 페이트,룰루,애니,베이가,아우렐리온 솔,스웨인,스웨인","5쓸데없이 큰 지팡이,4음전자 망토,1뒤집개,5여신의 눈물,3B.F. 대검,4쇠사슬 조끼",귀감
931,"4 신성,3 처형자,3 조율자,2 영혼,2 신비술사,2 결투가,1 추방자,1 닌자","푸른 파수꾼,마법공학 총검,힘의 성배,워모그의 갑옷,덤불 조끼,서풍,힘의 성배,모렐로노미콘,모렐로노미콘","잭스,이렐리아,유미,킨드레드,쉔,자야,케일,리 신,요네","3쓸데없이 큰 지팡이,3음전자 망토,4여신의 눈물,5거인의 허리띠,1B.F. 대검,2쇠사슬 조끼",귀감
932,"4 결투가,3 학살자,3 대장군,2 선봉대,1 황제,1 우두머리,1 대장장이","덤불 조끼,모렐로노미콘,정의의 손길,고속 연사포,거인 학살자,무한의 대검,고속 연사포,정의의 손길,마법공학 총검,구인수의 격노검,결투가의 열정","파이크,칼리스타,세주아니,올라프,트린다미어,리 신,세트,아지르,오른","3연습용 장갑,3쓸데없이 큰 지팡이,1뒤집개,2여신의 눈물,7곡궁,1거인의 허리띠,3B.F. 대검,2쇠사슬 조끼",나무정령
933,"4 신성,4 결투가,2 처형자,2 조율자,2 영혼,2 신비술사,2 선지자,1 닌자","지크의 전령,용의 발톱,덤불 조끼,고속 연사포,결투가의 열정,수은","피오라,잭스,유미,킨드레드,이렐리아,쉔,트린다미어,케일","1연습용 장갑,3음전자 망토,1뒤집개,3곡궁,1거인의 허리띠,1B.F. 대검,2쇠사슬 조끼",광신도
934,"4 영혼,3 학살자,2 암살자,2 신비술사,1 닌자","루난의 허리케인,고속 연사포,수호 천사,강철의 솔라리 펜던트,루난의 허리케인,보석 건틀릿,수호 천사,마법공학 총검,푸른 파수꾼,지크의 전령","다이애나,잔나,제드,티모,파이크,유미,킨드레드,아트록스","1연습용 장갑,3쓸데없이 큰 지팡이,2음전자 망토,2여신의 눈물,4곡궁,1거인의 허리띠,4B.F. 대검,3쇠사슬 조끼",요술사
935,"6 귀감,3 대장군,3 나무정령,2 암살자,1 황제,1 우두머리,1 닌자","서풍,정의의 손길,수호 천사,마법공학 총검,마법공학 총검,거인의 결의,수은,나무정령 새싹,가고일 돌갑옷,가고일 돌갑옷,즈롯 차원문","라칸,자르반 4세,파이크,케넨,카타리나,아트록스,자야,아지르,세트","2연습용 장갑,2쓸데없이 큰 지팡이,5음전자 망토,1뒤집개,1여신의 눈물,2곡궁,2거인의 허리띠,3B.F. 대검,4쇠사슬 조끼",요술사
936,"4 선봉대,3 학살자,3 용의 영혼,2 결투가","죽음의 검,루난의 허리케인,용의 발톱,거인의 결의,용의 발톱,보석 건틀릿,푸른 파수꾼","브라움,파이크,아트록스,올라프,세주아니,트린다미어,스웨인,리 신","1연습용 장갑,1쓸데없이 큰 지팡이,5음전자 망토,2여신의 눈물,2곡궁,2B.F. 대검,1쇠사슬 조끼",요술사
937,"6 귀감,3 대장군,3 나무정령,2 암살자,2 선봉대,1 황제,1 대장장이,1 닌자","요우무의 유령검,거인의 결의,정의의 손길,수은,무한의 대검,구인수의 격노검,힘의 성배,덤불 조끼,워모그의 갑옷,거인의 결의","라칸,자르반 4세,케넨,카타리나,아트록스,자야,리 신,아지르,오른","4연습용 장갑,1쓸데없이 큰 지팡이,2음전자 망토,1뒤집개,2여신의 눈물,3곡궁,2거인의 허리띠,1B.F. 대검,4쇠사슬 조끼",처형자나무정령
938,"6 나무정령,4 싸움꾼,3 요술사,2 귀감,1 우두머리","푸른 파수꾼,정의의 손길,침묵의 장막,마법공학 총검,덤불 조끼,요술사의 모자,덫 발톱,거인의 결의,모렐로노미콘,거인의 결의","마오카이,라칸,룰루,베이가,베이가,누누와 윌럼프,자야,세트","3연습용 장갑,2쓸데없이 큰 지팡이,1뒤집개,4여신의 눈물,2곡궁,2거인의 허리띠,1B.F. 대검,5쇠사슬 조끼",처형자나무정령
939,"6 결투가,2 추방자,2 조율자,2 신성,2 신비술사,1 닌자","거인의 결의,용의 발톱,무한의 대검,루난의 허리케인,구원,가고일 돌갑옷,푸른 파수꾼,대장군의 깃발,거인 학살자,마법공학 총검","야스오,잭스,칼리스타,쉔,트린다미어,리 신,질리언,리 신,요네","1연습용 장갑,1쓸데없이 큰 지팡이,4음전자 망토,1뒤집개,3여신의 눈물,3곡궁,2거인의 허리띠,3B.F. 대검,2쇠사슬 조끼",처형자신성
940,"6 용의 영혼,3 학살자,2 싸움꾼,1 우두머리,1 무모한 자","쇼진의 창,수호 천사,거인 학살자,최후의 속삭임,도적의 장갑,푸른 파수꾼,마법공학 총검,피바라기,루덴의 메아리,거인의 결의,워모그의 갑옷,덤불 조끼","브라움,쉬바나,아우렐리온 솔,올라프,올라프,트린다미어,사미라,세트,스웨인","3연습용 장갑,2쓸데없이 큰 지팡이,1음전자 망토,4여신의 눈물,3곡궁,2거인의 허리띠,5B.F. 대검,4쇠사슬 조끼",선봉학살올라프
941,"5 결투가,3 선지자,2 조율자,2 신성,2 신비술사,1 추방자,1 닌자","수은,거인 학살자,정의의 손길,즈롯 차원문,라바돈의 죽음모자,고속 연사포,무한의 대검","피오라,야스오,잔나,잭스,칼리스타,이렐리아,칼리스타,쉔","3연습용 장갑,2쓸데없이 큰 지팡이,1음전자 망토,1여신의 눈물,4곡궁,1거인의 허리띠,2B.F. 대검",결투가
942,"6 결투가,3 신성,2 조율자,2 신비술사,2 선지자,1 추방자,1 닌자","무한의 대검,거인의 결의,워모그의 갑옷,강철의 솔라리 펜던트,쇼진의 창,강철의 솔라리 펜던트,용의 발톱,죽음의 검,가고일 돌갑옷,가고일 돌갑옷,구원,푸른 파수꾼","야스오,블라디미르,잔나,잭스,이렐리아,칼리스타,쉔,트린다미어,리 신","1연습용 장갑,2쓸데없이 큰 지팡이,4음전자 망토,4여신의 눈물,1곡궁,3거인의 허리띠,4B.F. 대검,5쇠사슬 조끼",요술사
943,"6 대장군,3 명사수","가고일 돌갑옷,이온 충격기,라바돈의 죽음모자,거인 학살자,쇼진의 창,고속 연사포,죽음의 검","가렌,니달리,자르반 4세,자르반 4세,티모,바이,시비르,트린다미어","3쓸데없이 큰 지팡이,2음전자 망토,1여신의 눈물,3곡궁,4B.F. 대검,1쇠사슬 조끼",처형자조율자신성
944,"6 학살자,3 대장군,2 암살자,2 명사수,2 결투가,1 무모한 자,1 대장장이","수은,강철의 솔라리 펜던트,최후의 속삭임,무한의 대검,용의 발톱,요우무의 유령검,대장군의 깃발,죽음의 검,모렐로노미콘,강철의 솔라리 펜던트","니달리,파이크,다리우스,올라프,트린다미어,사미라,리 신,오른","4연습용 장갑,3쓸데없이 큰 지팡이,3음전자 망토,2뒤집개,1곡궁,2거인의 허리띠,3B.F. 대검,2쇠사슬 조끼",나무정령
945,"4 조율자,2 흡수자,2 신비술사,2 선지자,2 명사수,1 황제,1 추방자,1 무모한 자,1 닌자","힘의 성배,용의 발톱,모렐로노미콘,마법공학 총검,최후의 속삭임,수호 천사,거인 학살자,지크의 전령,정의의 손길,정의의 손길,용의 발톱","시비르,이렐리아,모르가나,쉔,스웨인,사미라,아지르,요네,질리언","3연습용 장갑,2쓸데없이 큰 지팡이,5음전자 망토,3여신의 눈물,2곡궁,2거인의 허리띠,4B.F. 대검,1쇠사슬 조끼",흡수자선지자
946,"4 영혼,4 암살자,1 닌자","루난의 허리케인,무한의 대검,마법공학 총검,스태틱의 단검,루난의 허리케인,힘의 성배,워모그의 갑옷,힘의 성배","다이애나,티모,파이크,아칼리,킨드레드,유미,카타리나","1연습용 장갑,1쓸데없이 큰 지팡이,4음전자 망토,3여신의 눈물,3곡궁,2거인의 허리띠,2B.F. 대검",처형자신성
947,"4 영혼,3 학살자,2 암살자,2 신비술사,1 닌자","수호 천사,수은,고속 연사포,힘의 성배,지크의 전령,지크의 전령","다이애나,잔나,티모,파이크,제드,유미,킨드레드","1연습용 장갑,2음전자 망토,1여신의 눈물,2곡궁,2거인의 허리띠,3B.F. 대검,1쇠사슬 조끼",선봉학살올라프
948,"4 나무정령,3 싸움꾼,2 신비술사,2 귀감","워모그의 갑옷,마법공학 총검,거인 학살자","마오카이,라칸,쉬바나,유미,베이가,자야,초가스,질리언","2B.F. 대검,1곡궁,2거인의 허리띠,1쓸데없이 큰 지팡이",처형자신성
949,"6 결투가,2 추방자,2 조율자,2 신성,2 신비술사,1 닌자","수은,루난의 허리케인,죽음의 검,구인수의 격노검,거인 학살자,무한의 대검,푸른 파수꾼,이온 충격기,거인 학살자,푸른 파수꾼,거인의 결의","야스오,잭스,칼리스타,쉔,트린다미어,리 신,스웨인,요네,질리언","2연습용 장갑,2쓸데없이 큰 지팡이,3음전자 망토,4여신의 눈물,5곡궁,5B.F. 대검,1쇠사슬 조끼",처형자신성
950,"6 학살자,3 용의 영혼,3 대장군,2 귀감,1 황제,1 무모한 자","즈롯 차원문,구원,덤불 조끼,용의 발톱,정의의 손길,용의 정령,마법공학 총검,덤불 조끼,마법공학 총검","자르반 4세,파이크,다리우스,올라프,트린다미어,아지르,사미라,스웨인","1연습용 장갑,3쓸데없이 큰 지팡이,2음전자 망토,1뒤집개,2여신의 눈물,1곡궁,2거인의 허리띠,2B.F. 대검,4쇠사슬 조끼",요술사
951,"6 선봉대,2 신비술사,1 대장장이","루난의 허리케인,용의 발톱,이온 충격기,수호 천사,보석 건틀릿,푸른 파수꾼,태양불꽃 망토","오공,노틸러스,브라움,니코,니코,세주아니,아트록스,오른","1연습용 장갑,2쓸데없이 큰 지팡이,4음전자 망토,2여신의 눈물,1곡궁,1거인의 허리띠,1B.F. 대검,2쇠사슬 조끼",요술사
952,"4 영혼,4 암살자,3 학살자,3 광신도,2 신비술사,1 닌자","침묵의 장막,고속 연사포,수호 천사,수은,이온 충격기,정의의 손길,라바돈의 죽음모자,요우무의 유령검,대자연의 힘","다이애나,티모,제드,파이크,유미,카타리나,킨드레드,아트록스,질리언","4연습용 장갑,3쓸데없이 큰 지팡이,2음전자 망토,3뒤집개,1여신의 눈물,2곡궁,1B.F. 대검,2쇠사슬 조끼",싸움꾼
953,"4 용의 영혼,3 학살자,2 신비술사,2 선봉대","침묵의 장막,푸른 파수꾼,용의 정령,강철의 솔라리 펜던트,태양불꽃 망토,수은,죽음의 검,정의의 손길,루난의 허리케인,루덴의 메아리","쉬바나,유미,트린다미어,세주아니,아트록스,올라프,스웨인,질리언","3연습용 장갑,3쓸데없이 큰 지팡이,2음전자 망토,1뒤집개,4여신의 눈물,1곡궁,1거인의 허리띠,2B.F. 대검,3쇠사슬 조끼",귀감
954,"4 신성,2 흡수자,2 선지자,2 결투가","보석 건틀릿,거인의 결의,수은","나서스,오공,피오라,잭스,이렐리아","2연습용 장갑,1쓸데없이 큰 지팡이,1음전자 망토,1곡궁,1쇠사슬 조끼",영혼시비르
955,"6 용의 영혼,3 학살자,3 요술사,1 황제","강철의 솔라리 펜던트,라바돈의 죽음모자,푸른 파수꾼,고속 연사포,죽음의 검,정의의 손길,최후의 속삭임,루난의 허리케인,태양불꽃 망토,요술사의 모자,마법공학 총검","브랜드,파이크,쉬바나,아우렐리온 솔,올라프,트린다미어,스웨인,아지르","2연습용 장갑,4쓸데없이 큰 지팡이,1음전자 망토,1뒤집개,4여신의 눈물,4곡궁,1거인의 허리띠,3B.F. 대검,2쇠사슬 조끼",귀감
956,"6 대장군,3 학살자,2 신비술사,2 명사수,2 귀감,1 황제,1 무모한 자","거인 학살자,정의의 손길,죽음의 검,용의 발톱,태양불꽃 망토,워모그의 갑옷,쇼진의 창,대장군의 깃발,최후의 속삭임","니달리,자르반 4세,잔나,파이크,트린다미어,사미라,아지르,질리언","2연습용 장갑,2음전자 망토,1뒤집개,2여신의 눈물,2곡궁,4거인의 허리띠,4B.F. 대검,1쇠사슬 조끼",선봉학살올라프
957,"4 신비술사,3 학살자,2 영혼,2 명사수,1 무모한 자,1 닌자","무한의 대검,강철의 솔라리 펜던트,마법공학 총검,수호 천사,고속 연사포,구원,루난의 허리케인,서풍,정의의 손길,죽음의 검,수은,수호 천사,구원,태양불꽃 망토","잔나,티모,유미,다리우스,쉔,올라프,사미라,스웨인,질리언","3연습용 장갑,2쓸데없이 큰 지팡이,3음전자 망토,3여신의 눈물,3곡궁,4거인의 허리띠,6B.F. 대검,4쇠사슬 조끼",귀감
958,"7 나무정령,3 요술사,3 귀감,2 싸움꾼,1 우두머리,1 대장장이","가고일 돌갑옷,즈롯 차원문,용의 발톱,지크의 전령,정의의 손길,모렐로노미콘,나무정령 새싹,수호 천사,도적의 장갑,모렐로노미콘,즈롯 차원문,용의 발톱,최후의 속삭임,얼어붙은 심장","라칸,룰루,누누와 윌럼프,베이가,아우렐리온 솔,자야,세트,오른","4연습용 장갑,2쓸데없이 큰 지팡이,6음전자 망토,1뒤집개,2여신의 눈물,3곡궁,5거인의 허리띠,2B.F. 대검,3쇠사슬 조끼",요술사
959,"4 대장군,3 학살자,3 광신도,2 명사수,2 귀감,2 결투가,1 황제,1 무모한 자","용의 발톱,지크의 전령,이온 충격기,태양불꽃 망토,최후의 속삭임,정의의 손길,수은,스태틱의 단검","티모,자르반 4세,파이크,칼리스타,아트록스,트린다미어,사미라,아지르","3연습용 장갑,1쓸데없이 큰 지팡이,4음전자 망토,2여신의 눈물,2곡궁,2거인의 허리띠,1B.F. 대검,1쇠사슬 조끼",처형자나무정령
960,"3 학살자,3 용의 영혼,2 영혼,2 신비술사,2 선봉대,2 명사수,1 무모한 자","라바돈의 죽음모자,태양불꽃 망토,이온 충격기,수은,수호 천사,고속 연사포,강철의 솔라리 펜던트,요술사의 모자,정의의 손길,수호 천사,무한의 대검","티모,유미,세주아니,아우렐리온 솔,아트록스,올라프,질리언,사미라,스웨인","3연습용 장갑,4쓸데없이 큰 지팡이,2음전자 망토,1뒤집개,2여신의 눈물,2곡궁,1거인의 허리띠,3B.F. 대검,4쇠사슬 조끼",싸움꾼
961,"6 학살자,3 용의 영혼,3 선봉대,2 흡수자,1 무모한 자","이온 충격기,수호 천사,정의의 손길,고속 연사포,정의의 손길,구인수의 격노검,정의의 손길,태양불꽃 망토,수호자의 흉갑,이온 충격기","나서스,브라움,파이크,다리우스,세주아니,올라프,트린다미어,사미라,스웨인","3연습용 장갑,3쓸데없이 큰 지팡이,2음전자 망토,1뒤집개,3여신의 눈물,3곡궁,1거인의 허리띠,1B.F. 대검,3쇠사슬 조끼",처형자조율자신성
962,"7 요술사,4 용의 영혼","쇼진의 창,이온 충격기,보석 건틀릿,최후의 속삭임,푸른 파수꾼,마법공학 총검,정의의 손길,수호 천사","브랜드,트위스티드 페이트,룰루,브라움,애니,베이가,쉬바나,아우렐리온 솔","3연습용 장갑,3쓸데없이 큰 지팡이,1음전자 망토,4여신의 눈물,1곡궁,3B.F. 대검,1쇠사슬 조끼",싸움꾼
