id,조합상세,사용된 아이템,사용된 챔프,분해된 아이템,조합이름
854,"8 신성,3 조율자,2 처형자,2 영혼,2 신비술사,2 선봉대,2 결투가,1 추방자,1 닌자","모렐로노미콘,구원,신성의 검,신성의 검,고속 연사포,수은,정의의 손길,수호자의 흉갑,수호 천사,쇼진의 창","오공,잭스,유미,이렐리아,킨드레드,쉔,케일,요네,리 신","4B.F. 대검,3뒤집개,2거인의 허리띠,1쓸데없이 큰 지팡이,2쇠사슬 조끼,2곡궁,1음전자 망토,3여신의 눈물,2연습용 장갑",선봉학살올라프
855,"7 요술사,3 용의 영혼,3 나무정령,2 선봉대,1 대장장이","수호 천사,루덴의 메아리,루덴의 메아리,스태틱의 단검,즈롯 차원문,거인의 결의,보석 건틀릿,정의의 손길,서풍","트위스티드 페이트,브랜드,브라움,룰루,애니,베이가,아우렐리온 솔,리 신,오른","1B.F. 대검,2거인의 허리띠,3쓸데없이 큰 지팡이,2쇠사슬 조끼,3곡궁,1음전자 망토,4여신의 눈물,2연습용 장갑",처형자조율자신성
856,"6 학살자,3 용의 영혼,2 선봉대,2 명사수,1 무모한 자","모렐로노미콘,강철의 솔라리 펜던트,모렐로노미콘,침묵의 장막,무한의 대검,루난의 허리케인,루난의 허리케인,수호 천사,죽음의 검","트리스타나,브라움,파이크,다리우스,아트록스,올라프,트린다미어,사미라","4B.F. 대검,2거인의 허리띠,3쓸데없이 큰 지팡이,3쇠사슬 조끼,2곡궁,2음전자 망토,2연습용 장갑",선봉학살올라프
857,"6 용의 영혼,3 학살자,2 선봉대,2 명사수,1 무모한 자","모렐로노미콘,루난의 허리케인,죽음의 검,수호 천사,덤불 조끼,힘의 성배,루난의 허리케인,용의 발톱","트리스타나,브라움,파이크,세주아니,아우렐리온 솔,올라프,스웨인,사미라","3B.F. 대검,1거인의 허리띠,1쓸데없이 큰 지팡이,3쇠사슬 조끼,2곡궁,5음전자 망토,1여신의 눈물",요술사
858,"4 신성,3 조율자,2 처형자,2 영혼,2 신비술사,1 추방자,1 닌자","푸른 파수꾼,푸른 파수꾼,지크의 전령,고속 연사포,수은,라바돈의 죽음모자,침묵의 장막,마법공학 총검","유미,이렐리아,킨드레드,쉔,케일,리 신,리 신,요네","2B.F. 대검,1거인의 허리띠,3쓸데없이 큰 지팡이,1쇠사슬 조끼,2곡궁,1음전자 망토,4여신의 눈물,2연습용 장갑",처형자조율자신성
859,"6 용의 영혼,3 학살자,2 선봉대,1 무모한 자","힘의 성배,수호 천사,모렐로노미콘,덤불 조끼,용의 발톱,수호 천사,죽음의 검,루난의 허리케인","브라움,파이크,쉬바나,아우렐리온 솔,아트록스,올라프,사미라,스웨인","4B.F. 대검,1거인의 허리띠,1쓸데없이 큰 지팡이,4쇠사슬 조끼,1곡궁,4음전자 망토,1여신의 눈물",요술사
860,"6 대장군,2 암살자,2 선봉대,2 귀감,1 황제","침묵의 장막,서풍,수호 천사,용의 발톱,힘의 성배,서풍,마법공학 총검,무한의 대검,수은,워모그의 갑옷,용의 발톱","니달리,가렌,바이,자르반 4세,파이크,카타리나,아트록스,아지르","3B.F. 대검,4거인의 허리띠,1쓸데없이 큰 지팡이,2쇠사슬 조끼,8음전자 망토,1여신의 눈물,3연습용 장갑",귀감
861,"8 싸움꾼,4 나무정령,3 용의 영혼,1 우두머리","루난의 허리케인,루난의 허리케인,정의의 손길,고속 연사포,나무정령 새싹,거인의 결의,정의의 손길,나무정령 새싹,덤불 조끼","마오카이,탐 켄치,바이,누누와 윌럼프,쉬바나,올라프,초가스,세트,스웨인","2뒤집개,3쇠사슬 조끼,5곡궁,4음전자 망토,2여신의 눈물,2연습용 장갑",광신도
862,"6 대장군,2 암살자,2 싸움꾼,1 우두머리","보석 건틀릿,태양불꽃 망토,쇼진의 창,용의 발톱,정의의 손길,마법공학 총검,침묵의 장막,얼어붙은 심장,정의의 손길,라바돈의 죽음모자","가렌,니달리,바이,자르반 4세,파이크,카타리나,트린다미어,세트","2B.F. 대검,1거인의 허리띠,4쓸데없이 큰 지팡이,3쇠사슬 조끼,2음전자 망토,4여신의 눈물,4연습용 장갑",귀감
863,"6 대장군,2 암살자,2 싸움꾼,2 선봉대,1 우두머리","루덴의 메아리,이온 충격기,수호 천사,거인의 결의,용의 발톱,정의의 손길,마법공학 총검,스태틱의 단검,대장군의 깃발","가렌,니달리,파이크,자르반 4세,바이,카타리나,아트록스,세트","2B.F. 대검,1뒤집개,1거인의 허리띠,3쓸데없이 큰 지팡이,2쇠사슬 조끼,2곡궁,3음전자 망토,3여신의 눈물,1연습용 장갑",귀감
864,"4 선봉대,3 학살자,3 용의 영혼,2 명사수,1 우두머리,1 무모한 자,1 대장장이","강철의 솔라리 펜던트,나무정령 새싹,구인수의 격노검,모렐로노미콘,얼어붙은 심장,수호 천사,최후의 속삭임,죽음의 검,고속 연사포,피바라기,정의의 손길,라바돈의 죽음모자,태양불꽃 망토","브라움,시비르,아트록스,세주아니,올라프,사미라,세트,스웨인,오른","4B.F. 대검,1뒤집개,2거인의 허리띠,5쓸데없이 큰 지팡이,4쇠사슬 조끼,4곡궁,2음전자 망토,2여신의 눈물,2연습용 장갑",선봉학살올라프
865,"4 싸움꾼,3 대장군","수은,태양불꽃 망토,푸른 파수꾼,정의의 손길,수호 천사,루난의 허리케인","가렌,니달리,바이,잭스,파이크,누누와 윌럼프,쉬바나","1B.F. 대검,1거인의 허리띠,2쇠사슬 조끼,1곡궁,2음전자 망토,3여신의 눈물,2연습용 장갑",귀감
866,"6 용의 영혼,3 학살자,2 싸움꾼,2 선봉대,1 우두머리","모렐로노미콘,수호 천사,루난의 허리케인,정의의 손길,무한의 대검,최후의 속삭임,스태틱의 단검,루덴의 메아리,보석 건틀릿","브랜드,브라움,파이크,쉬바나,세주아니,아우렐리온 솔,올라프,트린다미어,세트","2B.F. 대검,1거인의 허리띠,3쓸데없이 큰 지팡이,1쇠사슬 조끼,3곡궁,1음전자 망토,3여신의 눈물,4연습용 장갑",처형자조율자신성
867,"3 학살자,3 용의 영혼,3 광신도,2 흡수자,2 선봉대,1 추방자,1 무모한 자","모렐로노미콘,강철의 솔라리 펜던트,수호 천사,루난의 허리케인,죽음의 검,스태틱의 단검,구인수의 격노검,워모그의 갑옷,용의 발톱","파이크,모르가나,세주아니,아트록스,올라프,사미라,요네,질리언,스웨인","3B.F. 대검,3거인의 허리띠,3쓸데없이 큰 지팡이,2쇠사슬 조끼,3곡궁,3음전자 망토,1여신의 눈물",영혼시비르
868,"3 학살자,3 용의 영혼,2 흡수자,2 선봉대,1 우두머리","모렐로노미콘,스태틱의 단검,죽음의 검,최후의 속삭임,정의의 손길,도적의 장갑,강철의 솔라리 펜던트,구인수의 격노검,정의의 손길,워모그의 갑옷","파이크,세주아니,모르가나,아트록스,올라프,트린다미어,세트,스웨인","2B.F. 대검,3거인의 허리띠,3쓸데없이 큰 지팡이,1쇠사슬 조끼,3곡궁,3여신의 눈물,5연습용 장갑",처형자조율자신성
869,"6 대장군,2 암살자,2 싸움꾼,2 귀감,2 결투가,1 황제,1 우두머리","침묵의 장막,마법공학 총검,용의 발톱,정의의 손길,루난의 허리케인,수호 천사,결투가의 열정,모렐로노미콘,덤불 조끼,가고일 돌갑옷","니달리,바이,자르반 4세,파이크,카타리나,트린다미어,아지르,세트","2B.F. 대검,1뒤집개,1거인의 허리띠,2쓸데없이 큰 지팡이,5쇠사슬 조끼,2곡궁,4음전자 망토,1여신의 눈물,2연습용 장갑",요술사
870,"6 용의 영혼,3 학살자,3 선봉대","쇼진의 창,라바돈의 죽음모자,푸른 파수꾼,거인 학살자,고속 연사포,태양불꽃 망토,루난의 허리케인,피바라기,용의 정령,강철의 솔라리 펜던트,워모그의 갑옷","브랜드,브라움,파이크,세주아니,아우렐리온 솔,아트록스,올라프,트린다미어","3B.F. 대검,1뒤집개,3거인의 허리띠,4쓸데없이 큰 지팡이,2쇠사슬 조끼,4곡궁,2음전자 망토,3여신의 눈물",처형자조율자신성
871,"6 용의 영혼,3 학살자,3 요술사,2 흡수자,2 암살자,2 명사수,1 무모한 자","태양불꽃 망토,침묵의 장막,정의의 손길,쇼진의 창,수호 천사,루난의 허리케인,수호 천사,요우무의 유령검,피바라기,최후의 속삭임,도적의 장갑,수은,죽음의 검","트리스타나,브랜드,파이크,룰루,브라움,아우렐리온 솔,올라프,사미라,스웨인","6B.F. 대검,1뒤집개,1거인의 허리띠,4쇠사슬 조끼,2곡궁,3음전자 망토,2여신의 눈물,7연습용 장갑",선봉학살올라프
872,"3 학살자,3 용의 영혼,3 선봉대,3 광신도,2 흡수자","모렐로노미콘,힘의 성배,힘의 성배,수호 천사,최후의 속삭임,죽음의 검,용의 발톱","트리스타나,블라디미르,파이크,세주아니,아트록스,올라프,트린다미어,스웨인","3B.F. 대검,1거인의 허리띠,1쓸데없이 큰 지팡이,1쇠사슬 조끼,1곡궁,4음전자 망토,2여신의 눈물,1연습용 장갑",요술사
873,"4 조율자,4 신성,3 처형자,2 영혼,2 신비술사,2 결투가,1 추방자,1 닌자","강철의 솔라리 펜던트,서풍,고속 연사포,수은,라바돈의 죽음모자,서풍,수호 천사,정의의 손길,덤불 조끼","잭스,킨드레드,유미,이렐리아,자야,쉔,케일,리 신,요네","1B.F. 대검,2거인의 허리띠,3쓸데없이 큰 지팡이,4쇠사슬 조끼,2곡궁,3음전자 망토,1여신의 눈물,2연습용 장갑",요술사
874,"4 암살자,4 닌자,2 조율자,2 영혼,2 신비술사,1 추방자","고속 연사포,무한의 대검,최후의 속삭임,라바돈의 죽음모자,구인수의 격노검,구원,침묵의 장막,용의 발톱,용의 발톱,라바돈의 죽음모자,마법공학 총검","다이애나,제드,파이크,아칼리,유미,케넨,쉔,요네","2B.F. 대검,1거인의 허리띠,6쓸데없이 큰 지팡이,1쇠사슬 조끼,4곡궁,4음전자 망토,1여신의 눈물,3연습용 장갑",싸움꾼
875,"4 신성,3 조율자,2 신비술사,2 선봉대,1 추방자,1 닌자","지크의 전령,지크의 전령,고속 연사포,구원,침묵의 장막,수은,정의의 손길,구인수의 격노검","나서스,잭스,유미,이렐리아,세주아니,쉔,케일,요네","2B.F. 대검,3거인의 허리띠,1쓸데없이 큰 지팡이,1쇠사슬 조끼,3곡궁,1음전자 망토,2여신의 눈물,3연습용 장갑",처형자나무정령
876,"4 선봉대,3 학살자,3 용의 영혼,2 흡수자,1 대장장이","지크의 전령,모렐로노미콘,수호 천사,루난의 허리케인,정의의 손길,수호 천사,거인의 결의,거인의 결의","브라움,파이크,모르가나,아트록스,세주아니,올라프,스웨인,오른","3B.F. 대검,2거인의 허리띠,1쓸데없이 큰 지팡이,4쇠사슬 조끼,3곡궁,1음전자 망토,1여신의 눈물,1연습용 장갑",선봉학살올라프
877,"6 선봉대,3 학살자,3 용의 영혼,1 무모한 자,1 대장장이","루난의 허리케인,수호 천사,거인 학살자,덤불 조끼,수호자의 흉갑,서풍","브라움,파이크,세주아니,올라프,아트록스,사미라,스웨인,오른","2B.F. 대검,1뒤집개,1거인의 허리띠,4쇠사슬 조끼,2곡궁,2음전자 망토",요술사
878,"4 영혼,4 신성,3 처형자,2 결투가","서풍,정의의 손길,수호 천사,거인의 결의,수은,고속 연사포,거인 학살자,덤불 조끼","잭스,티모,이렐리아,유미,킨드레드,자야,케일,리 신","2B.F. 대검,1거인의 허리띠,4쇠사슬 조끼,4곡궁,2음전자 망토,1여신의 눈물,2연습용 장갑",대장군학살자
879,"4 선봉대,3 학살자,3 용의 영혼,2 암살자,1 추방자","강철의 솔라리 펜던트,루덴의 메아리,정의의 손길,루난의 허리케인,수호 천사,용의 정령,덤불 조끼,용의 발톱,요우무의 유령검","브라움,파이크,아트록스,세주아니,세주아니,올라프,트린다미어,요네","1B.F. 대검,2뒤집개,3쓸데없이 큰 지팡이,4쇠사슬 조끼,1곡궁,3음전자 망토,2여신의 눈물,2연습용 장갑",요술사
880,"6 선봉대,3 학살자,3 광신도,2 명사수,1 무모한 자,1 대장장이","침묵의 장막,쇼진의 창,힘의 성배,도적의 장갑,워모그의 갑옷,용의 발톱,침묵의 장막,수호자의 흉갑,라바돈의 죽음모자,수호 천사,최후의 속삭임,죽음의 검","노틸러스,파이크,시비르,세주아니,아트록스,트린다미어,사미라,오른","4B.F. 대검,1뒤집개,2거인의 허리띠,2쓸데없이 큰 지팡이,4쇠사슬 조끼,1곡궁,3음전자 망토,2여신의 눈물,5연습용 장갑",나무정령
881,"8 신성,2 처형자,2 영혼,2 결투가,1 황제","신성의 검,태양불꽃 망토,침묵의 장막,정의의 손길,신성의 검,고속 연사포,구인수의 격노검,용의 발톱,덤불 조끼,정의의 손길,루덴의 메아리","오공,잭스,유미,이렐리아,킨드레드,케일,아지르,리 신","2B.F. 대검,2뒤집개,1거인의 허리띠,2쓸데없이 큰 지팡이,4쇠사슬 조끼,3곡궁,2음전자 망토,3여신의 눈물,3연습용 장갑",결투가
882,"7 용의 영혼,3 학살자,3 요술사,2 명사수,1 추방자,1 무모한 자","즈롯 차원문,정의의 손길,수호 천사,루난의 허리케인,무한의 대검,태양불꽃 망토,거인의 결의,마법공학 총검,용의 정령","브랜드,트리스타나,브라움,애니,아우렐리온 솔,올라프,사미라,스웨인,요네","3B.F. 대검,1뒤집개,2거인의 허리띠,2쓸데없이 큰 지팡이,3쇠사슬 조끼,3곡궁,1음전자 망토,1여신의 눈물,2연습용 장갑",영혼시비르
883,"6 용의 영혼,3 학살자,2 선봉대","태양불꽃 망토,구인수의 격노검,수호 천사,정의의 손길,정의의 손길,지크의 전령,지크의 전령,수은","브랜드,브라움,파이크,쉬바나,세주아니,아우렐리온 솔,올라프,스웨인","3B.F. 대검,3거인의 허리띠,1쓸데없이 큰 지팡이,2쇠사슬 조끼,1곡궁,1음전자 망토,2여신의 눈물,3연습용 장갑",처형자나무정령
884,"6 신성,4 처형자,2 조율자,2 영혼,2 결투가,1 추방자","지크의 전령,고속 연사포,정의의 손길,루난의 허리케인,태양불꽃 망토,워모그의 갑옷,수은,신성의 검,수호 천사,정의의 손길","나서스,잭스,이렐리아,유미,킨드레드,자야,케일,리 신,요네","3B.F. 대검,1뒤집개,4거인의 허리띠,2쇠사슬 조끼,3곡궁,2음전자 망토,2여신의 눈물,3연습용 장갑",처형자나무정령
885,"4 암살자,4 닌자,3 광신도,2 신비술사,2 귀감","무한의 대검,고속 연사포,라바돈의 죽음모자,수호 천사,힘의 성배,용의 발톱,힘의 성배,수호 천사,힘의 성배","엘리스,제드,파이크,아칼리,카타리나,케넨,쉔,질리언","3B.F. 대검,2쓸데없이 큰 지팡이,2쇠사슬 조끼,2곡궁,5음전자 망토,3여신의 눈물,1연습용 장갑",귀감
886,"6 나무정령,5 요술사,2 싸움꾼,2 귀감","강철의 솔라리 펜던트,강철의 솔라리 펜던트,수은,덫 발톱,가고일 돌갑옷,정의의 손길,보석 건틀릿,마법공학 총검,피바라기","마오카이,라칸,룰루,애니,누누와 윌럼프,베이가,아우렐리온 솔,자야","2B.F. 대검,1거인의 허리띠,4쓸데없이 큰 지팡이,3쇠사슬 조끼,3음전자 망토,1여신의 눈물,4연습용 장갑",싸움꾼
887,"6 귀감,4 닌자","푸른 파수꾼,이온 충격기,모렐로노미콘,마법공학 총검,용의 발톱,정의의 손길,거인 학살자","엘리스,제드,라칸,자르반 4세,아칼리,케넨,쉔,자야","2B.F. 대검,1거인의 허리띠,3쓸데없이 큰 지팡이,1곡궁,3음전자 망토,3여신의 눈물,1연습용 장갑",처형자조율자신성
888,"4 선지자,3 조율자,2 흡수자,2 암살자,2 신비술사,1 추방자,1 닌자","최후의 속삭임,얼어붙은 심장,덤불 조끼,모렐로노미콘,용의 발톱,수호 천사,최후의 속삭임,거인 학살자,마법공학 총검,마법공학 총검,구인수의 격노검","파이크,이렐리아,모르가나,쉔,탈론,스웨인,요네,질리언","4B.F. 대검,1거인의 허리띠,4쓸데없이 큰 지팡이,4쇠사슬 조끼,4곡궁,2음전자 망토,1여신의 눈물,2연습용 장갑",선봉학살올라프
